logg,Teff,Z,xi,a,b,Filt,Met,Mod
 5.00, 10000, 0.3, 2.0, 0.1917, 0.2895,Kp,L,A
 3.50,  3500, 0.5, 2.0, 0.7853,-0.0207,Kp,L,A
 4.00,  3500, 0.5, 2.0, 0.6924, 0.0680,Kp,L,A
 4.50,  3500, 0.5, 2.0, 0.5566, 0.1938,Kp,L,A
 5.00,  3500, 0.5, 2.0, 0.4558, 0.2823,Kp,L,A
 3.50,  3750, 0.5, 2.0, 0.8419,-0.0739,Kp,L,A
 4.00,  3750, 0.5, 2.0, 0.7976,-0.0375,Kp,L,A
 4.50,  3750, 0.5, 2.0, 0.6737, 0.0767,Kp,L,A
 5.00,  3750, 0.5, 2.0, 0.5135, 0.2219,Kp,L,A
 3.50,  4000, 0.5, 2.0, 0.8310,-0.0516,Kp,L,A
 4.00,  4000, 0.5, 2.0, 0.8132,-0.0441,Kp,L,A
 4.50,  4000, 0.5, 2.0, 0.7516, 0.0071,Kp,L,A
 5.00,  4000, 0.5, 2.0, 0.6041, 0.1384,Kp,L,A
 3.50,  4250, 0.5, 2.0, 0.7656, 0.0169,Kp,L,A
 4.00,  4250, 0.5, 2.0, 0.7673, 0.0080,Kp,L,A
 4.50,  4250, 0.5, 2.0, 0.7506, 0.0163,Kp,L,A
 5.00,  4250, 0.5, 2.0, 0.6739, 0.0810,Kp,L,A
 3.50,  4500, 0.5, 2.0, 0.7044, 0.0655,Kp,L,A
 4.00,  4500, 0.5, 2.0, 0.7070, 0.0593,Kp,L,A
 4.50,  4500, 0.5, 2.0, 0.7070, 0.0551,Kp,L,A
 5.00,  4500, 0.5, 2.0, 0.6895, 0.0670,Kp,L,A
 3.50,  4750, 0.5, 2.0, 0.6505, 0.1041,Kp,L,A
 4.00,  4750, 0.5, 2.0, 0.6538, 0.0980,Kp,L,A
 4.50,  4750, 0.5, 2.0, 0.6563, 0.0927,Kp,L,A
 5.00,  4750, 0.5, 2.0, 0.6564, 0.0899,Kp,L,A
 3.50,  5000, 0.5, 2.0, 0.5926, 0.1474,Kp,L,A
 4.00,  5000, 0.5, 2.0, 0.5988, 0.1396,Kp,L,A
 4.50,  5000, 0.5, 2.0, 0.6039, 0.1324,Kp,L,A
 5.00,  5000, 0.5, 2.0, 0.6060, 0.1284,Kp,L,A
 3.50,  5250, 0.5, 2.0, 0.5351, 0.1884,Kp,L,A
 4.00,  5250, 0.5, 2.0, 0.5438, 0.1793,Kp,L,A
 4.50,  5250, 0.5, 2.0, 0.5484, 0.1742,Kp,L,A
 5.00,  5250, 0.5, 2.0, 0.5537, 0.1682,Kp,L,A
 3.50,  5500, 0.5, 2.0, 0.4794, 0.2264,Kp,L,A
 4.00,  5500, 0.5, 2.0, 0.4888, 0.2173,Kp,L,A
 4.50,  5500, 0.5, 2.0, 0.4955, 0.2111,Kp,L,A
 5.00,  5500, 0.5, 2.0, 0.5018, 0.2053,Kp,L,A
 3.50,  5750, 0.5, 2.0, 0.4244, 0.2630,Kp,L,A
 4.00,  5750, 0.5, 2.0, 0.4369, 0.2517,Kp,L,A
 4.50,  5750, 0.5, 2.0, 0.4458, 0.2436,Kp,L,A
 5.00,  5750, 0.5, 2.0, 0.4505, 0.2397,Kp,L,A
 3.50,  6000, 0.5, 2.0, 0.3769, 0.2910,Kp,L,A
 4.00,  6000, 0.5, 2.0, 0.3879, 0.2821,Kp,L,A
 4.50,  6000, 0.5, 2.0, 0.3985, 0.2736,Kp,L,A
 5.00,  6000, 0.5, 2.0, 0.4040, 0.2690,Kp,L,A
 3.50,  6250, 0.5, 2.0, 0.3339, 0.3144,Kp,L,A
 4.00,  6250, 0.5, 2.0, 0.3440, 0.3077,Kp,L,A
 4.50,  6250, 0.5, 2.0, 0.3526, 0.3005,Kp,L,A
 5.00,  6250, 0.5, 2.0, 0.3592, 0.2959,Kp,L,A
 3.50,  6500, 0.5, 2.0, 0.2968, 0.3318,Kp,L,A
 4.00,  6500, 0.5, 2.0, 0.3053, 0.3277,Kp,L,A
 4.50,  6500, 0.5, 2.0, 0.3146, 0.3206,Kp,L,A
 5.00,  6500, 0.5, 2.0, 0.3211, 0.3159,Kp,L,A
 3.50,  6750, 0.5, 2.0, 0.2658, 0.3460,Kp,L,A
 4.00,  6750, 0.5, 2.0, 0.2745, 0.3403,Kp,L,A
 4.50,  6750, 0.5, 2.0, 0.2821, 0.3356,Kp,L,A
 5.00,  6750, 0.5, 2.0, 0.2862, 0.3330,Kp,L,A
 3.50,  7000, 0.5, 2.0, 0.2479, 0.3481,Kp,L,A
 4.00,  7000, 0.5, 2.0, 0.2494, 0.3503,Kp,L,A
 4.50,  7000, 0.5, 2.0, 0.2546, 0.3464,Kp,L,A
 5.00,  7000, 0.5, 2.0, 0.2581, 0.3442,Kp,L,A
 3.50,  7250, 0.5, 2.0, 0.2561, 0.3338,Kp,L,A
 4.00,  7250, 0.5, 2.0, 0.2304, 0.3553,Kp,L,A
 4.50,  7250, 0.5, 2.0, 0.2322, 0.3540,Kp,L,A
 5.00,  7250, 0.5, 2.0, 0.2354, 0.3518,Kp,L,A
 3.50,  7500, 0.5, 2.0, 0.2759, 0.3173,Kp,L,A
 4.00,  7500, 0.5, 2.0, 0.2235, 0.3540,Kp,L,A
 4.50,  7500, 0.5, 2.0, 0.2150, 0.3601,Kp,L,A
 5.00,  7500, 0.5, 2.0, 0.2164, 0.3579,Kp,L,A
 3.50,  7750, 0.5, 2.0, 0.2913, 0.3040,Kp,L,A
 4.00,  7750, 0.5, 2.0, 0.2412, 0.3363,Kp,L,A
 4.50,  7750, 0.5, 2.0, 0.1998, 0.3629,Kp,L,A
 5.00,  7750, 0.5, 2.0, 0.2007, 0.3632,Kp,L,A
 3.50,  8000, 0.5, 2.0, 0.2920, 0.2933,Kp,L,A
 4.00,  8000, 0.5, 2.0, 0.2602, 0.3197,Kp,L,A
 4.50,  8000, 0.5, 2.0, 0.2127, 0.3514,Kp,L,A
 5.00,  8000, 0.5, 2.0, 0.1864, 0.3673,Kp,L,A
 3.50,  8250, 0.5, 2.0, 0.2683, 0.3018,Kp,L,A
 4.00,  8250, 0.5, 2.0, 0.2671, 0.3041,Kp,L,A
 4.50,  8250, 0.5, 2.0, 0.2285, 0.3354,Kp,L,A
 5.00,  8250, 0.5, 2.0, 0.1832, 0.3634,Kp,L,A
 3.50,  8500, 0.5, 2.0, 0.2490, 0.3049,Kp,L,A
 4.00,  8500, 0.5, 2.0, 0.2508, 0.3044,Kp,L,A
 4.50,  8500, 0.5, 2.0, 0.2437, 0.3130,Kp,L,A
 5.00,  8500, 0.5, 2.0, 0.1981, 0.3495,Kp,L,A
 3.50,  8750, 0.5, 2.0, 0.2359, 0.3024,Kp,L,A
 4.00,  8750, 0.5, 2.0, 0.2351, 0.3038,Kp,L,A
 4.50,  8750, 0.5, 2.0, 0.2355, 0.3054,Kp,L,A
 5.00,  8750, 0.5, 2.0, 0.2167, 0.3255,Kp,L,A
 3.50,  9000, 0.5, 2.0, 0.2269, 0.2983,Kp,L,A
 4.00,  9000, 0.5, 2.0, 0.2235, 0.3003,Kp,L,A
 4.50,  9000, 0.5, 2.0, 0.2233, 0.3018,Kp,L,A
 5.00,  9000, 0.5, 2.0, 0.2259, 0.3017,Kp,L,A
 3.50,  9250, 0.5, 2.0, 0.2197, 0.2959,Kp,L,A
 4.00,  9250, 0.5, 2.0, 0.2150, 0.2967,Kp,L,A
 4.50,  9250, 0.5, 2.0, 0.2127, 0.2981,Kp,L,A
 5.00,  9250, 0.5, 2.0, 0.2129, 0.2994,Kp,L,A
 3.50,  9500, 0.5, 2.0, 0.2130, 0.2957,Kp,L,A
 4.00,  9500, 0.5, 2.0, 0.2085, 0.2944,Kp,L,A
 4.50,  9500, 0.5, 2.0, 0.2046, 0.2952,Kp,L,A
 5.00,  9500, 0.5, 2.0, 0.2034, 0.2958,Kp,L,A
 3.50,  9750, 0.5, 2.0, 0.2065, 0.2966,Kp,L,A
 4.00,  9750, 0.5, 2.0, 0.2023, 0.2939,Kp,L,A
 4.50,  9750, 0.5, 2.0, 0.1986, 0.2929,Kp,L,A
 5.00,  9750, 0.5, 2.0, 0.1957, 0.2933,Kp,L,A
 3.50, 10000, 0.5, 2.0, 0.2001, 0.2979,Kp,L,A
 4.00, 10000, 0.5, 2.0, 0.1965, 0.2942,Kp,L,A
 4.50, 10000, 0.5, 2.0, 0.1932, 0.2918,Kp,L,A
 5.00, 10000, 0.5, 2.0, 0.1900, 0.2911,Kp,L,A
 3.50,  3500, 1.0, 2.0, 0.7459, 0.0154,Kp,L,A
 4.00,  3500, 1.0, 2.0, 0.7232, 0.0370,Kp,L,A
 4.50,  3500, 1.0, 2.0, 0.6403, 0.1171,Kp,L,A
 5.00,  3500, 1.0, 2.0, 0.5396, 0.2106,Kp,L,A
 3.50,  3750, 1.0, 2.0, 0.8179,-0.0541,Kp,L,A
 4.00,  3750, 1.0, 2.0, 0.7885,-0.0323,Kp,L,A
 4.50,  3750, 1.0, 2.0, 0.7561,-0.0058,Kp,L,A
 5.00,  3750, 1.0, 2.0, 0.6800, 0.0645,Kp,L,A
 3.50,  4000, 1.0, 2.0, 0.8413,-0.0641,Kp,L,A
 4.00,  4000, 1.0, 2.0, 0.8232,-0.0573,Kp,L,A
 4.50,  4000, 1.0, 2.0, 0.7885,-0.0325,Kp,L,A
 5.00,  4000, 1.0, 2.0, 0.7428, 0.0047,Kp,L,A
 3.50,  4250, 1.0, 2.0, 0.7961,-0.0063,Kp,L,A
 4.00,  4250, 1.0, 2.0, 0.7962,-0.0170,Kp,L,A
 4.50,  4250, 1.0, 2.0, 0.7834,-0.0153,Kp,L,A
 5.00,  4250, 1.0, 2.0, 0.7423, 0.0154,Kp,L,A
 3.50,  4500, 1.0, 2.0, 0.7293, 0.0590,Kp,L,A
 4.00,  4500, 1.0, 2.0, 0.7337, 0.0481,Kp,L,A
 4.50,  4500, 1.0, 2.0, 0.7356, 0.0389,Kp,L,A
 5.00,  4500, 1.0, 2.0, 0.7217, 0.0440,Kp,L,A
 3.50,  4750, 1.0, 2.0, 0.6740, 0.1008,Kp,L,A
 4.00,  4750, 1.0, 2.0, 0.6771, 0.0940,Kp,L,A
 4.50,  4750, 1.0, 2.0, 0.6797, 0.0873,Kp,L,A
 5.00,  4750, 1.0, 2.0, 0.6805, 0.0819,Kp,L,A
 3.50,  5000, 1.0, 2.0, 0.6218, 0.1384,Kp,L,A
 4.00,  5000, 1.0, 2.0, 0.6276, 0.1298,Kp,L,A
 4.50,  5000, 1.0, 2.0, 0.6312, 0.1232,Kp,L,A
 5.00,  5000, 1.0, 2.0, 0.6330, 0.1183,Kp,L,A
 3.50,  5250, 1.0, 2.0, 0.5691, 0.1767,Kp,L,A
 4.00,  5250, 1.0, 2.0, 0.5758, 0.1683,Kp,L,A
 4.50,  5250, 1.0, 2.0, 0.5817, 0.1605,Kp,L,A
 5.00,  5250, 1.0, 2.0, 0.5850, 0.1550,Kp,L,A
 3.50,  5500, 1.0, 2.0, 0.5149, 0.2154,Kp,L,A
 4.00,  5500, 1.0, 2.0, 0.5227, 0.2067,Kp,L,A
 4.50,  5500, 1.0, 2.0, 0.5308, 0.1981,Kp,L,A
 5.00,  5500, 1.0, 2.0, 0.5356, 0.1923,Kp,L,A
 3.50,  5750, 1.0, 2.0, 0.4608, 0.2528,Kp,L,A
 4.00,  5750, 1.0, 2.0, 0.4715, 0.2423,Kp,L,A
 4.50,  5750, 1.0, 2.0, 0.4813, 0.2324,Kp,L,A
 5.00,  5750, 1.0, 2.0, 0.4854, 0.2282,Kp,L,A
 3.50,  6000, 1.0, 2.0, 0.4079, 0.2883,Kp,L,A
 4.00,  6000, 1.0, 2.0, 0.4206, 0.2766,Kp,L,A
 4.50,  6000, 1.0, 2.0, 0.4311, 0.2665,Kp,L,A
 5.00,  6000, 1.0, 2.0, 0.4383, 0.2599,Kp,L,A
 3.50,  6250, 1.0, 2.0, 0.3561, 0.3206,Kp,L,A
 4.00,  6250, 1.0, 2.0, 0.3705, 0.3087,Kp,L,A
 4.50,  6250, 1.0, 2.0, 0.3838, 0.2971,Kp,L,A
 5.00,  6250, 1.0, 2.0, 0.3919, 0.2898,Kp,L,A
 3.50,  6500, 1.0, 2.0, 0.3109, 0.3452,Kp,L,A
 4.00,  6500, 1.0, 2.0, 0.3257, 0.3350,Kp,L,A
 4.50,  6500, 1.0, 2.0, 0.3388, 0.3243,Kp,L,A
 5.00,  6500, 1.0, 2.0, 0.3488, 0.3161,Kp,L,A
 3.50,  6750, 1.0, 2.0, 0.2765, 0.3595,Kp,L,A
 4.00,  6750, 1.0, 2.0, 0.2866, 0.3545,Kp,L,A
 4.50,  6750, 1.0, 2.0, 0.2979, 0.3461,Kp,L,A
 5.00,  6750, 1.0, 2.0, 0.3078, 0.3389,Kp,L,A
 3.50,  7000, 1.0, 2.0, 0.2621, 0.3575,Kp,L,A
 4.00,  7000, 1.0, 2.0, 0.2543, 0.3668,Kp,L,A
 4.50,  7000, 1.0, 2.0, 0.2622, 0.3628,Kp,L,A
 5.00,  7000, 1.0, 2.0, 0.2716, 0.3569,Kp,L,A
 3.50,  7250, 1.0, 2.0, 0.2731, 0.3385,Kp,L,A
 4.00,  7250, 1.0, 2.0, 0.2332, 0.3716,Kp,L,A
 4.50,  7250, 1.0, 2.0, 0.2333, 0.3726,Kp,L,A
 5.00,  7250, 1.0, 2.0, 0.2411, 0.3683,Kp,L,A
 3.50,  7500, 1.0, 2.0, 0.2871, 0.3229,Kp,L,A
 4.00,  7500, 1.0, 2.0, 0.2354, 0.3597,Kp,L,A
 4.50,  7500, 1.0, 2.0, 0.2118, 0.3779,Kp,L,A
 5.00,  7500, 1.0, 2.0, 0.2144, 0.3767,Kp,L,A
 3.50,  7750, 1.0, 2.0, 0.2969, 0.3074,Kp,L,A
 4.00,  7750, 1.0, 2.0, 0.2522, 0.3415,Kp,L,A
 4.50,  7750, 1.0, 2.0, 0.2062, 0.3731,Kp,L,A
 5.00,  7750, 1.0, 2.0, 0.1969, 0.3798,Kp,L,A
 3.50,  8000, 1.0, 2.0, 0.2880, 0.3036,Kp,L,A
 4.00,  8000, 1.0, 2.0, 0.2676, 0.3225,Kp,L,A
 4.50,  8000, 1.0, 2.0, 0.2189, 0.3577,Kp,L,A
 5.00,  8000, 1.0, 2.0, 0.1855, 0.3810,Kp,L,A
 3.50,  8250, 1.0, 2.0, 0.2675, 0.3098,Kp,L,A
 4.00,  8250, 1.0, 2.0, 0.2674, 0.3114,Kp,L,A
 4.50,  8250, 1.0, 2.0, 0.2362, 0.3388,Kp,L,A
 5.00,  8250, 1.0, 2.0, 0.1885, 0.3728,Kp,L,A
 3.50,  8500, 1.0, 2.0, 0.2472, 0.3151,Kp,L,A
 4.00,  8500, 1.0, 2.0, 0.2468, 0.3168,Kp,L,A
 4.50,  8500, 1.0, 2.0, 0.2446, 0.3207,Kp,L,A
 5.00,  8500, 1.0, 2.0, 0.2035, 0.3559,Kp,L,A
 3.50,  8750, 1.0, 2.0, 0.2340, 0.3144,Kp,L,A
 4.00,  8750, 1.0, 2.0, 0.2314, 0.3176,Kp,L,A
 4.50,  8750, 1.0, 2.0, 0.2300, 0.3206,Kp,L,A
 5.00,  8750, 1.0, 2.0, 0.2180, 0.3339,Kp,L,A
 3.50,  9000, 1.0, 2.0, 0.2248, 0.3108,Kp,L,A
 4.00,  9000, 1.0, 2.0, 0.2195, 0.3152,Kp,L,A
 4.50,  9000, 1.0, 2.0, 0.2173, 0.3189,Kp,L,A
 5.00,  9000, 1.0, 2.0, 0.2183, 0.3203,Kp,L,A
 3.50,  9250, 1.0, 2.0, 0.2191, 0.3057,Kp,L,A
 4.00,  9250, 1.0, 2.0, 0.2120, 0.3097,Kp,L,A
 4.50,  9250, 1.0, 2.0, 0.2073, 0.3145,Kp,L,A
 5.00,  9250, 1.0, 2.0, 0.2047, 0.3191,Kp,L,A
 3.50,  9500, 1.0, 2.0, 0.2137, 0.3028,Kp,L,A
 4.00,  9500, 1.0, 2.0, 0.2069, 0.3042,Kp,L,A
 4.50,  9500, 1.0, 2.0, 0.2005, 0.3084,Kp,L,A
 5.00,  9500, 1.0, 2.0, 0.1961, 0.3135,Kp,L,A
 3.50,  9750, 1.0, 2.0, 0.2076, 0.3028,Kp,L,A
 4.00,  9750, 1.0, 2.0, 0.2020, 0.3011,Kp,L,A
 4.50,  9750, 1.0, 2.0, 0.1960, 0.3027,Kp,L,A
 5.00,  9750, 1.0, 2.0, 0.1903, 0.3069,Kp,L,A
 3.50, 10000, 1.0, 2.0, 0.2012, 0.3040,Kp,L,A
 4.00, 10000, 1.0, 2.0, 0.1971, 0.3001,Kp,L,A
 4.50, 10000, 1.0, 2.0, 0.1919, 0.2992,Kp,L,A
 5.00, 10000, 1.0, 2.0, 0.1862, 0.3011,Kp,L,A
