logg,Teff,Z,xi,aLSM,bLSM
3.5,7250,0.2,2.0,0.1605,0.3276
4.0,7250,0.2,2.0,0.1578,0.3379
4.5,7250,0.2,2.0,0.1614,0.3341
5.0,7250,0.2,2.0,0.1682,0.3287
3.5,7500,0.2,2.0,0.1877,0.3045
4.0,7500,0.2,2.0,0.1404,0.3381
4.5,7500,0.2,2.0,0.1474,0.3375
5.0,7500,0.2,2.0,0.1526,0.3328
3.5,7750,0.2,2.0,0.2039,0.291
4.0,7750,0.2,2.0,0.1597,0.3216
4.5,7750,0.2,2.0,0.1345,0.3382
5.0,7750,0.2,2.0,0.141,0.3347
3.5,8000,0.2,2.0,0.2081,0.2783
4.0,8000,0.2,2.0,0.1816,0.2999
4.5,8000,0.2,2.0,0.14,0.3297
5.0,8000,0.2,2.0,0.1266,0.3366
3.5,8250,0.2,2.0,0.1931,0.2786
4.0,8250,0.2,2.0,0.1932,0.2794
4.5,8250,0.2,2.0,0.1593,0.3077
5.0,8250,0.2,2.0,0.1286,0.3309
3.5,8500,0.2,2.0,0.1811,0.2758
4.0,8500,0.2,2.0,0.182,0.2747
4.5,8500,0.2,2.0,0.1764,0.2824
5.0,8500,0.2,2.0,0.1381,0.3157
3.5,8750,0.2,2.0,0.1739,0.2696
4.0,8750,0.2,2.0,0.1721,0.2697
4.5,8750,0.2,2.0,0.1723,0.2703
5.0,8750,0.2,2.0,0.1595,0.287
3.5,9000,0.2,2.0,0.1682,0.2655
4.0,9000,0.2,2.0,0.1661,0.2635
4.5,9000,0.2,2.0,0.1653,0.2632
5.0,9000,0.2,2.0,0.1656,0.2636
3.5,9250,0.2,2.0,0.1646,0.2623
4.0,9250,0.2,2.0,0.1617,0.2591
4.5,9250,0.2,2.0,0.1591,0.2584
5.0,9250,0.2,2.0,0.1577,0.2585
3.5,9500,0.2,2.0,0.1608,0.2613
4.0,9500,0.2,2.0,0.1577,0.2568
4.5,9500,0.2,2.0,0.155,0.2543
5.0,9500,0.2,2.0,0.1521,0.2542
3.5,9750,0.2,2.0,0.1573,0.2606
4.0,9750,0.2,2.0,0.1548,0.2549
4.5,9750,0.2,2.0,0.1512,0.2522
5.0,9750,0.2,2.0,0.1483,0.2506
3.5,10000,0.2,2.0,0.1534,0.2606
4.0,10000,0.2,2.0,0.1517,0.2538
4.5,10000,0.2,2.0,0.1484,0.2504
5.0,10000,0.2,2.0,0.1452,0.2481
3.5,3500,0.3,2.0,0.5715,0.1209
4.0,3500,0.3,2.0,0.4789,0.2032
4.5,3500,0.3,2.0,0.3786,0.2887
5.0,3500,0.3,2.0,0.311,0.3435
3.5,3750,0.3,2.0,0.6397,0.0533
4.0,3750,0.3,2.0,0.5834,0.1016
4.5,3750,0.3,2.0,0.4466,0.2219
5.0,3750,0.3,2.0,0.3199,0.3249
3.5,4000,0.3,2.0,0.6197,0.0797
4.0,4000,0.3,2.0,0.6075,0.0845
4.5,4000,0.3,2.0,0.5227,0.1554
5.0,4000,0.3,2.0,0.3772,0.2765
3.5,4250,0.3,2.0,0.559,0.1343
4.0,4250,0.3,2.0,0.5645,0.1251
4.5,4250,0.3,2.0,0.5497,0.1349
5.0,4250,0.3,2.0,0.4638,0.2063
3.5,4500,0.3,2.0,0.5154,0.1599
4.0,4500,0.3,2.0,0.5191,0.1545
4.5,4500,0.3,2.0,0.5218,0.1504
5.0,4500,0.3,2.0,0.5049,0.1647
3.5,4750,0.3,2.0,0.4765,0.1827
4.0,4750,0.3,2.0,0.4815,0.176
4.5,4750,0.3,2.0,0.4845,0.1719
5.0,4750,0.3,2.0,0.4867,0.1693
3.5,5000,0.3,2.0,0.4328,0.211
4.0,5000,0.3,2.0,0.4401,0.2032
4.5,5000,0.3,2.0,0.4453,0.1976
5.0,5000,0.3,2.0,0.4489,0.1937
3.5,5250,0.3,2.0,0.3892,0.2373
4.0,5250,0.3,2.0,0.3976,0.2296
4.5,5250,0.3,2.0,0.4026,0.2253
5.0,5250,0.3,2.0,0.4078,0.2211
3.5,5500,0.3,2.0,0.3459,0.2626
4.0,5500,0.3,2.0,0.3553,0.2543
4.5,5500,0.3,2.0,0.3614,0.2496
5.0,5500,0.3,2.0,0.3661,0.2469
3.5,5750,0.3,2.0,0.3035,0.2865
4.0,5750,0.3,2.0,0.3152,0.2766
4.5,5750,0.3,2.0,0.3227,0.2709
5.0,5750,0.3,2.0,0.3275,0.2682
3.5,6000,0.3,2.0,0.2653,0.3059
4.0,6000,0.3,2.0,0.2775,0.2965
4.5,6000,0.3,2.0,0.285,0.2911
5.0,6000,0.3,2.0,0.2918,0.2864
3.5,6250,0.3,2.0,0.2316,0.3209
4.0,6250,0.3,2.0,0.2416,0.3141
4.5,6250,0.3,2.0,0.2517,0.3068
5.0,6250,0.3,2.0,0.2578,0.3027
3.5,6500,0.3,2.0,0.2031,0.3316
4.0,6500,0.3,2.0,0.2122,0.3258
4.5,6500,0.3,2.0,0.2232,0.3183
5.0,6500,0.3,2.0,0.2274,0.3156
3.5,6750,0.3,2.0,0.1808,0.3394
4.0,6750,0.3,2.0,0.1903,0.3331
4.5,6750,0.3,2.0,0.1983,0.3271
5.0,6750,0.3,2.0,0.2036,0.3233
3.5,7000,0.3,2.0,0.1634,0.3426
4.0,7000,0.3,2.0,0.171,0.3385
4.5,7000,0.3,2.0,0.1778,0.3331
5.0,7000,0.3,2.0,0.1836,0.329
3.5,7250,0.3,2.0,0.1617,0.3275
4.0,7250,0.3,2.0,0.1555,0.3419
4.5,7250,0.3,2.0,0.1601,0.3378
5.0,7250,0.3,2.0,0.1666,0.3328
3.5,7500,0.3,2.0,0.1866,0.3089
4.0,7500,0.3,2.0,0.1454,0.3413
4.5,7500,0.3,2.0,0.1459,0.341
5.0,7500,0.3,2.0,0.1505,0.3369
3.5,7750,0.3,2.0,0.2042,0.2928
4.0,7750,0.3,2.0,0.1595,0.3224
4.5,7750,0.3,2.0,0.1368,0.3407
5.0,7750,0.3,2.0,0.1385,0.3385
3.5,8000,0.3,2.0,0.2063,0.2814
4.0,8000,0.3,2.0,0.1816,0.3016
4.5,8000,0.3,2.0,0.1385,0.3312
5.0,8000,0.3,2.0,0.123,0.3401
3.5,8250,0.3,2.0,0.1909,0.2823
4.0,8250,0.3,2.0,0.1911,0.2829
4.5,8250,0.3,2.0,0.1594,0.3092
5.0,8250,0.3,2.0,0.1272,0.3336
3.5,8500,0.3,2.0,0.1793,0.279
4.0,8500,0.3,2.0,0.1793,0.2788
4.5,8500,0.3,2.0,0.1754,0.2847
5.0,8500,0.3,2.0,0.1378,0.3173
3.5,8750,0.3,2.0,0.1722,0.2724
4.0,8750,0.3,2.0,0.1705,0.2726
4.5,8750,0.3,2.0,0.1691,0.2749
5.0,8750,0.3,2.0,0.1584,0.2893
3.5,9000,0.3,2.0,0.1676,0.2667
4.0,9000,0.3,2.0,0.1641,0.2664
4.5,9000,0.3,2.0,0.1627,0.2668
5.0,9000,0.3,2.0,0.163,0.2674
3.5,9250,0.3,2.0,0.1643,0.2632
4.0,9250,0.3,2.0,0.1603,0.261
4.5,9250,0.3,2.0,0.1572,0.2608
5.0,9250,0.3,2.0,0.1552,0.2617
3.5,9500,0.3,2.0,0.161,0.2616
4.0,9500,0.3,2.0,0.1577,0.2571
4.5,9500,0.3,2.0,0.1533,0.2562
5.0,9500,0.3,2.0,0.1504,0.2561
3.5,9750,0.3,2.0,0.1572,0.2615
4.0,9750,0.3,2.0,0.1544,0.2557
4.5,9750,0.3,2.0,0.1503,0.2532
5.0,9750,0.3,2.0,0.1464,0.2525
3.5,10000,0.3,2.0,0.1534,0.2617
4.0,10000,0.3,2.0,0.1514,0.2548
4.5,10000,0.3,2.0,0.1482,0.2508
5.0,10000,0.3,2.0,0.1439,0.2493
3.5,3500,0.5,2.0,0.5714,0.1222
4.0,3500,0.5,2.0,0.5148,0.1719
4.5,3500,0.5,2.0,0.4175,0.2556
5.0,3500,0.5,2.0,0.3377,0.322
3.5,3750,0.5,2.0,0.6372,0.0552
4.0,3750,0.5,2.0,0.6099,0.0762
4.5,3750,0.5,2.0,0.5197,0.1564
5.0,3750,0.5,2.0,0.3925,0.2669
3.5,4000,0.5,2.0,0.6305,0.0701
4.0,4000,0.5,2.0,0.6233,0.0694
4.5,4000,0.5,2.0,0.5807,0.1038
5.0,4000,0.5,2.0,0.4644,0.2038
3.5,4250,0.5,2.0,0.5703,0.1292
4.0,4250,0.5,2.0,0.5774,0.1171
4.5,4250,0.5,2.0,0.5696,0.1194
5.0,4250,0.5,2.0,0.5118,0.1672
3.5,4500,0.5,2.0,0.5225,0.1612
4.0,4500,0.5,2.0,0.5273,0.1543
4.5,4500,0.5,2.0,0.5311,0.1485
5.0,4500,0.5,2.0,0.5198,0.1569
3.5,4750,0.5,2.0,0.4845,0.1824
4.0,4750,0.5,2.0,0.4892,0.1759
4.5,4750,0.5,2.0,0.4934,0.1704
5.0,4750,0.5,2.0,0.4957,0.1674
3.5,5000,0.5,2.0,0.4422,0.2099
4.0,5000,0.5,2.0,0.4493,0.2018
4.5,5000,0.5,2.0,0.4553,0.1949
5.0,5000,0.5,2.0,0.4591,0.1905
3.5,5250,0.5,2.0,0.3988,0.237
4.0,5250,0.5,2.0,0.4078,0.2282
4.5,5250,0.5,2.0,0.4135,0.2228
5.0,5250,0.5,2.0,0.4196,0.2172
3.5,5500,0.5,2.0,0.3555,0.2628
4.0,5500,0.5,2.0,0.3653,0.2538
4.5,5500,0.5,2.0,0.373,0.2474
5.0,5500,0.5,2.0,0.3798,0.2422
3.5,5750,0.5,2.0,0.3114,0.2892
4.0,5750,0.5,2.0,0.3249,0.2771
4.5,5750,0.5,2.0,0.3343,0.2693
5.0,5750,0.5,2.0,0.3396,0.2658
3.5,6000,0.5,2.0,0.2726,0.3097
4.0,6000,0.5,2.0,0.285,0.2995
4.5,6000,0.5,2.0,0.2963,0.2905
5.0,6000,0.5,2.0,0.303,0.2857
3.5,6250,0.5,2.0,0.2362,0.3274
4.0,6250,0.5,2.0,0.2483,0.3188
4.5,6250,0.5,2.0,0.2586,0.3104
5.0,6250,0.5,2.0,0.2668,0.3048
3.5,6500,0.5,2.0,0.2044,0.3402
4.0,6500,0.5,2.0,0.2153,0.334
4.5,6500,0.5,2.0,0.227,0.3252
5.0,6500,0.5,2.0,0.2354,0.3193
3.5,6750,0.5,2.0,0.1775,0.3506
4.0,6750,0.5,2.0,0.189,0.3427
4.5,6750,0.5,2.0,0.1993,0.3359
5.0,6750,0.5,2.0,0.2054,0.3322
3.5,7000,0.5,2.0,0.1597,0.3521
4.0,7000,0.5,2.0,0.1676,0.349
4.5,7000,0.5,2.0,0.175,0.3439
5.0,7000,0.5,2.0,0.1811,0.3401
3.5,7250,0.5,2.0,0.1654,0.3374
4.0,7250,0.5,2.0,0.1507,0.3512
4.5,7250,0.5,2.0,0.1553,0.3484
5.0,7250,0.5,2.0,0.1619,0.3442
3.5,7500,0.5,2.0,0.1877,0.3149
4.0,7500,0.5,2.0,0.1445,0.3476
4.5,7500,0.5,2.0,0.1413,0.3506
5.0,7500,0.5,2.0,0.1459,0.3468
3.5,7750,0.5,2.0,0.2043,0.2976
4.0,7750,0.5,2.0,0.1613,0.3271
4.5,7750,0.5,2.0,0.129,0.3496
5.0,7750,0.5,2.0,0.1342,0.3473
3.5,8000,0.5,2.0,0.203,0.2872
4.0,8000,0.5,2.0,0.1827,0.305
4.5,8000,0.5,2.0,0.1427,0.3341
5.0,8000,0.5,2.0,0.1228,0.3474
3.5,8250,0.5,2.0,0.1874,0.2885
4.0,8250,0.5,2.0,0.1881,0.2885
4.5,8250,0.5,2.0,0.1611,0.3122
5.0,8250,0.5,2.0,0.1216,0.34
3.5,8500,0.5,2.0,0.1762,0.2851
4.0,8500,0.5,2.0,0.1757,0.2854
4.5,8500,0.5,2.0,0.1735,0.2895
5.0,8500,0.5,2.0,0.1401,0.3194
3.5,8750,0.5,2.0,0.1691,0.2784
4.0,8750,0.5,2.0,0.166,0.2802
4.5,8750,0.5,2.0,0.1654,0.2816
5.0,8750,0.5,2.0,0.1576,0.2928
3.5,9000,0.5,2.0,0.1659,0.2707
4.0,9000,0.5,2.0,0.1612,0.2719
4.5,9000,0.5,2.0,0.1581,0.2743
5.0,9000,0.5,2.0,0.1579,0.2756
3.5,9250,0.5,2.0,0.1635,0.2656
4.0,9250,0.5,2.0,0.1586,0.2643
4.5,9250,0.5,2.0,0.1535,0.2664
5.0,9250,0.5,2.0,0.1508,0.2686
3.5,9500,0.5,2.0,0.1609,0.2633
4.0,9500,0.5,2.0,0.1563,0.2596
4.5,9500,0.5,2.0,0.1509,0.2597
5.0,9500,0.5,2.0,0.1463,0.2616
3.5,9750,0.5,2.0,0.1574,0.2631
4.0,9750,0.5,2.0,0.1542,0.257
4.5,9750,0.5,2.0,0.1486,0.2556
5.0,9750,0.5,2.0,0.1438,0.2558
3.5,10000,0.5,2.0,0.1535,0.2638
4.0,10000,0.5,2.0,0.1515,0.2561
4.5,10000,0.5,2.0,0.147,0.2527
5.0,10000,0.5,2.0,0.1419,0.2517
3.5,3500,1.0,2.0,0.5354,0.1586
4.0,3500,1.0,2.0,0.5276,0.1661
4.5,3500,1.0,2.0,0.4769,0.21
5.0,3500,1.0,2.0,0.4016,0.2738
3.5,3750,1.0,2.0,0.6149,0.0768
4.0,3750,1.0,2.0,0.5963,0.0889
4.5,3750,1.0,2.0,0.5779,0.1033
5.0,3750,1.0,2.0,0.5251,0.1507
3.5,4000,1.0,2.0,0.6483,0.0544
4.0,4000,1.0,2.0,0.6383,0.0546
4.5,4000,1.0,2.0,0.6161,0.0689
5.0,4000,1.0,2.0,0.5849,0.0939
3.5,4250,1.0,2.0,0.6069,0.1053
4.0,4250,1.0,2.0,0.6134,0.0901
4.5,4250,1.0,2.0,0.6094,0.0855
5.0,4250,1.0,2.0,0.582,0.1051
3.5,4500,1.0,2.0,0.5467,0.1606
4.0,4500,1.0,2.0,0.555,0.1476
4.5,4500,1.0,2.0,0.5623,0.1352
5.0,4500,1.0,2.0,0.5563,0.1353
3.5,4750,1.0,2.0,0.5015,0.1902
4.0,4750,1.0,2.0,0.5078,0.1813
4.5,4750,1.0,2.0,0.5138,0.1729
5.0,4750,1.0,2.0,0.5187,0.1658
3.5,5000,1.0,2.0,0.461,0.2149
4.0,5000,1.0,2.0,0.469,0.2051
4.5,5000,1.0,2.0,0.4754,0.1969
5.0,5000,1.0,2.0,0.4805,0.1905
3.5,5250,1.0,2.0,0.4191,0.2417
4.0,5250,1.0,2.0,0.4274,0.2326
4.5,5250,1.0,2.0,0.4358,0.2236
5.0,5250,1.0,2.0,0.4422,0.2163
3.5,5500,1.0,2.0,0.3756,0.2689
4.0,5500,1.0,2.0,0.385,0.2596
4.5,5500,1.0,2.0,0.3947,0.2507
5.0,5500,1.0,2.0,0.4019,0.2438
3.5,5750,1.0,2.0,0.3318,0.2954
4.0,5750,1.0,2.0,0.3436,0.2848
4.5,5750,1.0,2.0,0.3545,0.2748
5.0,5750,1.0,2.0,0.3604,0.2703
3.5,6000,1.0,2.0,0.2887,0.321
4.0,6000,1.0,2.0,0.3022,0.3092
4.5,6000,1.0,2.0,0.3136,0.2992
5.0,6000,1.0,2.0,0.3221,0.2925
3.5,6250,1.0,2.0,0.2459,0.3445
4.0,6250,1.0,2.0,0.261,0.3323
4.5,6250,1.0,2.0,0.275,0.3209
5.0,6250,1.0,2.0,0.2839,0.3139
3.5,6500,1.0,2.0,0.2083,0.3618
4.0,6500,1.0,2.0,0.2242,0.3507
4.5,6500,1.0,2.0,0.2379,0.3401
5.0,6500,1.0,2.0,0.249,0.3318
3.5,6750,1.0,2.0,0.1797,0.3703
4.0,6750,1.0,2.0,0.1917,0.3639
4.5,6750,1.0,2.0,0.2041,0.355
5.0,6750,1.0,2.0,0.2151,0.3476
3.5,7000,1.0,2.0,0.166,0.3664
4.0,7000,1.0,2.0,0.165,0.3704
4.5,7000,1.0,2.0,0.1744,0.3658
5.0,7000,1.0,2.0,0.1855,0.3592
3.5,7250,1.0,2.0,0.1771,0.3445
4.0,7250,1.0,2.0,0.1479,0.3705
4.5,7250,1.0,2.0,0.1507,0.3702
5.0,7250,1.0,2.0,0.1606,0.3649
3.5,7500,1.0,2.0,0.1921,0.3254
4.0,7500,1.0,2.0,0.1501,0.3564
4.5,7500,1.0,2.0,0.1342,0.3699
5.0,7500,1.0,2.0,0.1387,0.3682
3.5,7750,1.0,2.0,0.2009,0.3088
4.0,7750,1.0,2.0,0.1677,0.3344
4.5,7750,1.0,2.0,0.1308,0.3615
5.0,7750,1.0,2.0,0.1263,0.3656
3.5,8000,1.0,2.0,0.1951,0.3009
4.0,8000,1.0,2.0,0.1825,0.3136
4.5,8000,1.0,2.0,0.1445,0.3421
5.0,8000,1.0,2.0,0.1197,0.3609
3.5,8250,1.0,2.0,0.1832,0.2994
4.0,8250,1.0,2.0,0.1819,0.3013
4.5,8250,1.0,2.0,0.1624,0.3198
5.0,8250,1.0,2.0,0.1248,0.3487
3.5,8500,1.0,2.0,0.1719,0.2978
4.0,8500,1.0,2.0,0.1684,0.3008
4.5,8500,1.0,2.0,0.167,0.3032
5.0,8500,1.0,2.0,0.1409,0.3279
3.5,8750,1.0,2.0,0.1657,0.2919
4.0,8750,1.0,2.0,0.1602,0.296
4.5,8750,1.0,2.0,0.1571,0.2994
5.0,8750,1.0,2.0,0.1523,0.3061
3.5,9000,1.0,2.0,0.1626,0.2845
4.0,9000,1.0,2.0,0.1556,0.2885
4.5,9000,1.0,2.0,0.151,0.2924
5.0,9000,1.0,2.0,0.1494,0.2948
3.5,9250,1.0,2.0,0.1609,0.2775
4.0,9250,1.0,2.0,0.1534,0.2797
4.5,9250,1.0,2.0,0.1465,0.2844
5.0,9250,1.0,2.0,0.1423,0.2887
3.5,9500,1.0,2.0,0.1602,0.2718
4.0,9500,1.0,2.0,0.1529,0.2715
4.5,9500,1.0,2.0,0.1446,0.2753
5.0,9500,1.0,2.0,0.1382,0.2804
3.5,9750,1.0,2.0,0.1576,0.2703
4.0,9750,1.0,2.0,0.1521,0.2663
4.5,9750,1.0,2.0,0.1449,0.2668
5.0,9750,1.0,2.0,0.1365,0.2715
3.5,10000,1.0,2.0,0.1544,0.2704
4.0,10000,1.0,2.0,0.1507,0.2636
4.5,10000,1.0,2.0,0.1443,0.2617
5.0,10000,1.0,2.0,0.1363,0.2637
